original_title,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,Genre1,Genre2,Genre3,Genre4,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,keyword26,id,cast1,Actor1,Cast2,Actor2,cast3,Actor3,cast4,Actor4,original_language,tagline,homepage,title,overview,,status,production_companies1,production_companies2,production_companies3,production_companies4,production_companies5,production_companies6,production_companies7,production_companies8,production_companies9,production_companies10,production_companies11,production_countries Code 1,production_countries 1,production_countries Code 2,production_countries 2,production_countries Code 3,production_countries 3,production_countries code 4,production_countries 4,Spoken Language Code 1,Spoken Language 1,Spoken Language Code 2,Spoken Language 2,Spoken Language Code 3,Spoken Language 3,Spoken Language Code 4,Spoken Language 4,Spoken Language Code 5,Spoken Language 5,Spoken Language Code 6,Spoken Language 6,ProfitFactor
Getaway,18000000,10501938,16.520516,29/8/13,90,4.9,246,Action,Crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146227,BrentMagna,EthanHawke,TheKid,TheVoice,JonVoight,TheMan(voice),Distinguishedman,BrucePayne,en,Getin.Getout.Getaway.,http://www.getawaymovie.com/,Getaway,"FormerracecardriverBrentMagna(Hawke)ispittedagainsttheclock.Desperatelytryingtosavethelifeofhiskidnappedwife,BrentcommandeersacustomFordShelbyGT500SuperSnake,takingitanditsunwittingowner(Gomez)onahigh-speedraceagainsttime,atthecommandofthemysteriousvillainholdinghiswifehostage.",,Released,DarkCastleEntertainment,SignaturePictures,AfterDarkFilms,SilverReel,SaintsLA,BomarOOD,thefyzz,DunulfProductions,EmmittProductionsLimited,ADFAcquisitions,,BG, Bulgaria, US, United States of America,,,,,en,English,,,,,,,,,,,0
The Ice Storm,18000000,8038061,14.916264,27/9/97,112,6.9,176,Drama,,,,basedonnovel,1970s,thanksgiving,dysfunctionalfamily,independentfilm,,,,,,,,,,,,,,,,,,,,,,68924,BenHood,KevinKline,ElenaHood,JaneyCarver,SigourneyWeaver,GeorgeClair,PaulHood,TobeyMaguire,en,"Itwas1973,andtheclimatewaschanging.",,TheIceStorm,"Intheweekendafterthanksgiving1973theHoodsareskiddingoutofcontrol.BenjaminHoodreelsfromdrinktodrink,tryingnottothinkabouthistroubleattheoffice.Hiswife,Elena,isreadingselfhelpbooksandlosingpatiencewithherhusband'slies.Theirson,Paul,homefortheholidays,escapestothecitytopursueanalluringrichgirlfromhisprepschool.Young,buddingnymphomaniac,WendyHoodroamstheneighborhood,innocentlyexploringliquorcabinetsandlingeriedrawersofherfriends'parents,lookingforsomethingnew.Thenanicestormhits,theworstinacentury.",,Released,FoxSearchlightPictures,GoodMachine,Canal+DroitsAudiovisuels,,,,,,,,,FR, France, US, United States of America,,,,,en,English,,,,,,,,,,,0
And So It Goes,18000000,25312387,9.633711,20/7/14,94,5.7,164,Comedy,Drama,Romance,,grandfathergranddaughterrelationship,neighbor,wealthy,elderly,estrangement,,,,,,,,,,,,,,,,,,,,,,253235,OrenLittle,MichaelDouglas,Leah,Sarah,SterlingJerins,Selena,Claire,FrancesSternhagen,en,,,AndSoItGoes,Aself-centeredrealtorenliststhehelpofhisneighborwhenhe'ssuddenlyleftinchargeofthegranddaughterheneverknewexisteduntilhisestrangedsondropsheroffathishome.,,Released,CastleRockEntertainment,EnvisionEntertainment,ASIGProductions,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
Troop Beverly Hills,0,0,3.455018,22/3/89,105,5.6,56,Adventure,Comedy,Family,,wilderness,teenangst,,,,,,,,,,,,,,,,,,,,,,,,,22102,PhyllisNefler,ShelleyLong,FreddyNefler,VeldaPlendor,BettyThomas,AnnieHerman,ChicaBarnfell,CarlaGugino,en,"Whenthegoinggetstough,thetoughgoshopping!",,TroopBeverlyHills,ABeverlyHillshousewifeinthemiddleofadivorcetriestofindfocusinherlifebytakingoverherdaughter'sWildernessGirlstroop.,,Released,ColumbiaPictures,WeintraubEntertainmentGroup,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Being Julia,0,0,1.946634,3/9/04,104,6.4,23,Comedy,Drama,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,18701,JimmieLangton,MichaelGambon,JuliaLambert,ArchieDexter,LeighLawson,TomFennel,MichaelGosselyn,JeremyIrons,en,Passion.Obsession.Revenge.Preparefortheperformanceofalifetime.,,BeingJulia,"JuliaLambertisatruediva:beautiful,talented,weathlyandfamous.Shehasitall-includingadevotedhusbandwhohasmasterminedherbrilliantcareer-butafteryearsofshininginthespotlightshebeginstosufferfromaseverecaseofboredomandlongsforsomethingnewandexcitingtoputthetwinklebackinhereye.Juliafindsexactlywhatshe'slookingforinahandsomeyoungAmericanfan,butitisn'tlongbeforethenoveltyflingaddsafewmoresparksthanshewashopingfor.Fortuatelyforher,thissurprisetwistintheplotwilltrustherbackintothegreatestroleofherlife.",,Released,SerendipityPointFilms,,,,,,,,,,,[],,,,,,,,en,English,,,,,,,,,,,0
Nine 1/2 Weeks,17000000,6735922,12.313143,14/2/86,117,5.8,177,Drama,Romance,,,sexualobsession,prostitute,women'ssexualidentity,broker,galleryowner,sadomasochism,,,,,,,,,,,,,,,,,,,,,10068,John,MickeyRourke,Elizabeth,Molly,MargaretWhitton,Harvey,Thea,ChristineBaranski,en,TheyBrokeEveryRule,,Nine1/2Weeks,"Aneroticstoryaboutawoman,theassistantofanartgallery,whogetsinvolvedinanimpersonalaffairwithaman.Shebarelyknowsabouthislife,onlyaboutthesexgamestheyplay,sotherelationshipbeginstogetcomplicated.",,Released,Metro-Goldwyn-Mayer(MGM),ProducersSalesOrganization(PSO),Jonesfilm,GalacticFilms,TripleAjaxxx,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Dragonslayer,18000000,14110013,3.258422,26/6/81,108,6.5,67,Fantasy,,,,secretidentity,selfsacrifice,magic,virgin,solareclipse,sacrifice,sorcerer'sapprentice,amulet,lottery,brood,egg,princess,sorcerer,humansacrifice,dragon,hiddenidentity,crossdressing,landslide,swordandsorcery,,,,,,,,848,Galen,PeterMacNicol,Valerian,Ulrich,RalphRichardson,Tyrian,CasiodorusRex,PeterEyre,en,"IntheDarkAges,Magicwasaweapon.Lovewasamystery.Adventurewaseverywhere...AndDragonswerereal.",,Dragonslayer,ThesorcererandhisapprenticeGalenareonamissiontokillanevildragoninordertosavetheKingäó»sdaughterfrombeingsacrificedinaccordancetoapactthattheKinghimselfmadewiththedragontoprotecthiskingdom.AfantasyfilmfromDisneyStudiosthatexhaustedallpossiblevisualeffectsofthetime.,,Released,ParamountPictures,WaltDisneyProductions,,,,,,,,,,GB, United Kingdom,,,,,,,en,English,hu,Hungarian,,,,,,,,,0
The Last Station,0,0,3.659292,4/9/09,112,6.7,55,Drama,Romance,,,duringcreditsstinger,,,,,,,,,,,,,,,,,,,,,,,,,,36811,ValentinBulgakov,JamesMcAvoy,LeoTolstoy,SofyaTolstoya,HelenMirren,VladimirChertkov,SashaTolstoy,Anne-MarieDuff,en,Intoxicating.Infuriating.Impossible.Love.,http://www.sonyclassics.com/thelaststation/,TheLastStation,"AhistoricaldramathatillustratesRussianauthorLeoTolstoy'sstruggletobalancefameandwealthwithhiscommitmenttoalifedevoidofmaterialthings.TheCountessSofya,wifeandmusetoLeoTolstoy,useseverytrickofseductiononherhusband'sloyaldisciple,whomshebelieveswasthepersonresponsibleforTolstoysigninganewwillthatleaveshisworkandpropertytotheRussianpeople.",,Released,ZephyrFilms,EgoliTossellFilm,,,,,,,,,,GB, United Kingdom, DE, Germany, RU, Russia,,,en,English,,,,,,,,,,,0
Ed Wood,18000000,5887457,24.548633,27/9/94,127,7.3,630,Comedy,Drama,History,,ndividual,taxi,transsexuality,fortuneteller,filmbusiness,filmmaking,filmproducer,vororte,filmmaker,boxer,filmdirector,oddball,celebrity,morphine,moviestudio,losangeles,drugaddict,cultdirector,theremin,handgun,trickortreating,actor,transvestite,,,,522,EdWood,JohnnyDepp,BelaLugosi,DoloresFuller,SarahJessicaParker,KathyO'Hara,Criswell,JeffreyJones,en,"Whenitcametomakingbadmovies,EdWoodwasthebest.",,EdWood,"Themostlytruestoryofthelegendary""worstdirectorofalltime"",who,withthehelpofhisstrangefriends,filmedcountlessB-movieswithouteverbecomingfamousorsuccessful.",,Released,TouchstonePictures,,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Labor Day,18000000,20275812,17.683563,27/12/13,111,6.7,299,Drama,,,,escapedconvict,depressedmom,,,,,,,,,,,,,,,,,,,,,,,,,130150,FrankChambers,JoshBrolin,AdeleWheeler,HenryWheeler,GattlinGriffith,OlderHenryWheeler,YoungFrankChambers,TomLipinski,en,,,LaborDay,"DepressedsinglemomAdeleandhersonHenryofferawounded,fearsomemanaride.Aspolicesearchtownfortheescapedconvict,themotherandsongraduallylearnhistruestoryastheiroptionsbecomeincreasinglylimited.",,Released,Mr.MuddProduction,IndianPaintbrush,RightofWayFilms,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,1
_ì_________é,18000000,26527510,10.1449,20/9/07,120,6.5,158,History,,,,mongolia,genghiskhan,,,,,,,,,,,,,,,,,,,,,,,,,12246,Temudjin,TadanobuAsano,Jamukha,Borte,KhulanChuluun,Oelun,Esugei,BaSen,ru,Greatnesscomestothosewhotakeit.,,Mongol:TheRiseofGenghisKhan,"ThestoryrecountstheearlylifeofGenghisKhan,aslavewhowentontoconquerhalftheworldinthe11thcentury.",,Released,KinokompaniyaCTB,X-FilmeCreativePool,AndreevskyFlagFilmCompany,Kinofabrika,EurasiaFilmProduction,,,,,,,RU, Russia, DE, Germany, KZ, Kazakhstan,,,zh,Chinese,mn,Mongolian,,,,,,,,,1
RockNRolla,18000000,25739015,31.887978,4/9/08,114,6.9,836,Action,Crime,Thriller,,londonengland,gangleader,money,gang,crime,,,,,,,,,,,,,,,,,,,,,,13809,Archy,MarkStrong,LennyCole,JohnnyQuid,TobyKebbell,One-Two,HandsomeBob,TomHardy,en,"Astoryofsex,thugsandrock'nroll.",http://rocknrolla.warnerbros.com/,RockNRolla,"WhenaRussianmobstersetsuparealestatescamthatgeneratesmillionsofpounds,variousmembersofLondon'scriminalunderworldpursuetheirshareofthefortune.Variousshadycharacters,includingMrOne-Two,Stellatheaccountant,andJohnnyQuid,adruggierock-star,trytoclaimtheirslice.",,Released,StudioCanal,DarkCastleEntertainment,ToffGuyFilms,WarnerBros.,,,,,,,,GB, United Kingdom,,,,,,,en,English,ru,Russian,,,,,,,,,1
Megaforce,0,0,1.110179,25/6/82,99,3.5,15,Adventure,Action,ScienceFiction,,dictator,soldier,electronicmusicscore,militaryunit,,,,,,,,,,,,,,,,,,,,,,,27380,AceHunter,BarryBostwick,Dallas,MajorZara,PersisKhambatta,DukeGuerera,Prof.Eggstrum,GeorgeFurth,en,DeedsnotWords,,Megaforce,Megaforceisanelitemulti-nationalmilitaryunitthatdoesthejobsthatindividualgovernmentswont.WhenthepeacefulRepublicofSarduninunderthreatfromtheirmoreaggressiveneighbourthebeautifulMajorZara(PersisKhambatta)andGeneralByrne-White(EdwardMulhare)seethehelpofAceHunter(BarryBostwick)andMegaforce.,,Released,GoldenHarvestCompany,NorthshoreInvestmentsLtd.,,,,,,,,,,HK, Hong Kong, US, United States of America,,,,,en,English,,,,,,,,,,,0
Hamlet,0,0,9.814785,25/12/96,242,7.3,117,Drama,,,,mother,shakespeare,denmark,lossoffather,prince,madness,,,,,,,,,,,,,,,,,,,,,10549,PrinceHamlet,KennethBranagh,KingClaudius,Gertrude,JulieChristie,Polonius,Ophelia,KateWinslet,en,,,Hamlet,"Hamlet,PrinceofDenmark,returnshometofindhisfathermurderedandhismotherremarryingthemurderer,hisuncle.Meanwhile,warisbrewing.",,Released,CastleRockEntertainment,TurnerPictures(I),,,,,,,,,,GB, United Kingdom, US, United States of America,,,,,en,English,,,,,,,,,,,0
Mao's Last Dancer,25000000,20719451,1.876811,1/10/09,117,6.8,28,Drama,Romance,,,costume,song,village,promise,ballet,,,,,,,,,,,,,,,,,,,,,,33870,LiCunxin-adult,ChiCao,LiCunxin-teenage,LiCunxin-boy,WenBinHuang,Niang,BenStevenson,BruceGreenwood,en,_ìóÎê_ç_‹è__èóƒ,http://www.maoslastdancermovie.com/,Mao'sLastDancer,"Attheageof11,LiwaspluckedfromapoorChinesevillagebyMadameMao'sculturaldelegatesandtakentoBeijingtostudyballet.In1979,duringaculturalexchangetoTexas,hefellinlovewithanAmericanwoman.Twoyearslater,hemanagedtodefectandwentontoperformasaprincipaldancerfortheHoustonBalletandasaprincipalartistwiththeAustralianBallet.",,Released,GreatScottProductionsPty.Ltd.,,,,,,,,,,,AU, Australia,,,,,,,en,English,zh,Chinese,,,,,,,,,0
Midnight Special,18000000,6212282,32.717853,18/2/16,112,6.2,694,Adventure,Drama,ScienceFiction,,fathersonrelationship,helicopter,fbi,motel,chase,childkidnapping,religioussect,goggles,,,,,,,,,,,,,,,,,,,245703,RoyTomlin,MichaelShannon,AltonMeyer,Lucas,JoelEdgerton,SarahTomlin,AgentSevier,AdamDriver,en,He'snotlikeus.,http://www.midnightspecialmovie.com/,MidnightSpecial,Afatherandsongoontherunafterthedadlearnshischildpossessesspecialpowers.,,Released,WarnerBros.,FaliroHouseProductions,Tri-StatePictures,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Anything Else,0,0,8.945081,27/8/03,108,6.2,149,Comedy,Romance,,,psychoanalysis,comedian,relationshipproblems,advice,experience,,,,,,,,,,,,,,,,,,,,,,10739,DavidDobel,WoodyAllen,JerryFalk,AmandaChase,ChristinaRicci,PaulaChase,HarveyWexler,DannyDeVito,en,Inanyrelationshiponepersonalwaysdoestheheavylifting.,,AnythingElse,"JerryFalk,anaspiringwriterinNewYork,fallsinloveatfirstsightwithafree-spiritedyoungwomannamedAmandaHehasheardthephrasethatlifeislike""anythingelse,""butsoonhefindsthatlifewiththeunpredictableAmandaisn'tlikeanythingelseatall.",,Released,DreamWorksSKG,GranadaFilmProductions,PerdidoProd.,Canal+,,,,,,,,GB, United Kingdom, NL, Netherlands, FR, France,,,en,English,,,,,,,,,,,0
The Railway Man,18000000,22309223,13.916583,26/12/13,116,6.7,273,Drama,History,,,posttraumaticstressdisorder,japanese,worldwarii,victim,autobiography,basedontruestory,history,revenge,redemption,torture,,,,,,,,,,,,,,,,,127560,YoungEric,JeremyIrvine,Eric,Finlay,StellanSkarsg\u00e5rd,Sutton,Patti,NicoleKidman,en,Revengeisneverastraightline.,,TheRailwayMan,"AvictimfromWorldWarII's""DeathRailway""setsouttofindthoseresponsibleforhistorture.Atruestory.",,Released,ArcherStreetProductions,Lionsgate,PicturesinParadise,SilverReel,LatitudeMedia,ThaiOccidentalProductions,,,,,,AU, Australia, GB, United Kingdom,,,,,en,English,,,,,,,,,,,1
Das weisse Band,15238800,0,17.94739,21/5/09,144,7.2,255,Crime,Drama,Mystery,,ermany,childabuse,pastor,propaganda,children,punishment,smallvillage,villagepeople,eastelbia,umerziehung,,,,,,,,,,,,,,,,,37903,Marie-Louise,UrsinaLardi,Baron,ThePastor,BurghartKlau\u00dfner,Lehrer,Eva,LeonieBenesch,de,,http://www.sonyclassics.com/thewhiteribbon/,TheWhiteRibbon,"StrangeeventshappeninasmallvillageinthenorthofGermanyduringtheyearsjustbeforeWorldWarI,whichseemtoberitualpunishment.Theabusedandsuppressedchildrenofthevillagersseemtobeattheheartofthismystery.",,Released,LesFilmsduLosange,WegaFilm,LuckyRed,X-FilmeCreativePool,,,,,,,,AT, Austria, FR, France, DE, Germany, IT, Italy,de,German,it,Italian,La,Latin,pl,Polish,,,,,0
Restoration,0,0,2.525569,3/5/16,90,5.3,11,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396152,RebeccaJordan,EmilyRoyaO'Brien,ToddJordan,Harold,ZackWard,Fancine,0,0,en,,,Restoration,"Duringhomerenovations,ayoungcouplereleaseafieryspiritseekingretribution.Tosavethemselvesandsetthespiritfree,theymustuncoverthediretruth.Butnothingisassimpleasitseems...",,Released,[,,,,,,,,,,,[],,,,,,,,en,English,,,,,,,,,,,0
The Wraith,2700000,3500000,10.47644,21/11/86,93,5.9,108,Romance,ScienceFiction,Horror,Action,malenudity,femalenudity,sex,killing,sheriff,carrace,cemetery,shotgun,arizona,nudity,reincarnation,police,auto-tuning,streetrace,revenge,murder,carcrash,alien,independentfilm,gang,motorcycle,violence,carchase,cultfilm,ghost,"id:167043,name:roadmovie",10017,JakeKesey/TheWraith,CharlieSheen,PackardWalsh,KeriJohnson,SherilynFenn,SheriffLoomis,BillyHankins,MatthewBarry,en,He'snotfromaroundhere...,,TheWraith,"PackardWalshandhismotorizedgangcontrolandterrorizeanArizonadeserttownwheretheyforcedriverstodrag-racesotheycan'win'theirvehicles.AfterWalshbeatsthedecentteenagerJamieHankinstodeathafterfindinghimwithhisgirlfriend,amysteriouspowercreatesJakeKesey,anextremelycoolmotor-bikerwhohasacarwhichisinvincible.JakebefriendsJamie'sgirlfriendKeriJohnson,takesJamie'ssweetbrotherBillunderhiswingandmanageswhatSheriffLoomiscouldn't;eliminatePackard'scriminalgangthehardway...",,Released,NewCenturyEntertainmentCorporation,AllianceEntertainment,TurboProductions,,,,,,,,,US, United States of America, CA, Canada,,,,,en,English,,,,,,,,,,,1
Salton Sea,18000000,676698,10.991281,1/1/02,103,7,104,Drama,Mystery,Thriller,,dualidentity,identity,warondrugs,jazzmusician,drugscene,neo-noir,,,,,,,,,,,,,,,,,,,,,11468,TomVanAllen|DannyParker,ValKilmer,Pooh-Bear,Kujo,AdamGoldberg,Quincy,GusMorgan,DougHutchison,en,"Ifyou'relookingforthetruth,you'vecometothewrongplace.",,SaltonSea,"Afterthemurderofhisbelovedwife,amaninsearchofredemptionissetadriftinaworldwherenothingisasitseems.Onhisjourney,hebefriendsslackerJimmy""TheFinn"",becomesinvolvedinrescuinghisneighborColettefromherowndemons,andgetsentangledinawebofdeceitfullofunexpectedtwistsandturns.",,Released,CastleRockEntertainment,DarkwoodsProductions,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Metallica: Through the Never,18000000,7972967,7.871686,25/9/13,93,6.7,83,Music,,,,heavymetal,liveconcert,,,,,,,,,,,,,,,,,,,,,,,,,193613,Trip,DaneDeHaan,TallMan,Himself,JamesHetfield,Himself,Himself,KirkHammett,en,ExperienceMetallicalikeneverbefore,,Metallica:ThroughtheNever,"Trip,ayoungroadieforMetallica,issentonanurgentmissionduringtheband'sshow.Butwhatseemslikeasimpleassignmentturnsintoasurrealadventure.",,Released,ExclusiveMediaGroup,PicturehouseEntertainment,,,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
The Informers,18000000,382174,6.333869,5/11/08,98,4.4,60,Drama,,,,sex,sliceoflife,hollywood,drug,hedonism,ensemblecast,childmurder,1980s,dysfunctional,intersectinglives,,,,,,,,,,,,,,,,,17436,William,BillyBobThornton,Laura,Peter,MickeyRourke,CherylLaine,Graham,JonFoster,en,Greedisgood.Sexiseasy.Youthisforever.,http://www.theinformers.com/,TheInformers,"Acollectionofintersectingshortstoriessetinearly1980'sLosAngeles,depictsaweekinthelivesofanassortmentofsociallyalienated,mainlywell-offcharacterswhonumbtheirsenseofemptinesswithcasualsex,violence,anddrugs.",,Released,SenatorEntertainmentCo,,,,,,,,,,,DE, Germany, US, United States of America,,,,,en,English,,,,,,,,,,,0
Carlos,18000000,871279,1.138383,19/5/10,338,6.7,50,Crime,Drama,Thriller,History,gun,carbomb,miniseries,terrorism,opec,hostagesituation,revolutionary,,,,,,,,,,,,,,,,,,,,43434,IlichRam\u00edrezS\u00e1nchez('Carlos'),EdgarRam\u00edrez,JohannesWeinrich,MichelMoukharbel,FadiAbiSamra,MagdalenaKopp,Kamalal-Issawi('Ali'),TalalEl-Jordi,en,Themanwhohijackedtheworld,,Carlos,"ThestoryofVenezuelanrevolutionary,IlichRamirezSanchez,whofoundedaworldwideterroristorganizationandraidedtheOPECheadquartersin1975beforebeingcaughtbytheFrenchpolice.",,Released,EgoliTossellFilmAG,Canal+,ArteFrance,FilmsenStock,,,,,,,,FR, France, DE, Germany,,,,,fr,French,de,German,en,English,es,"Spanish, Castilian",ar,Arabic,hu,Hungarian,0
I Come with the Rain,18000000,0,8.266124,14/5/09,114,5.6,20,Thriller,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31166,Kline,JoshHartnett,Hasford,Shitao,TakuyaKimura,SuDongpo,Lili,TranNuY\u00ean-Kh\u00ea,en,,,IComewiththeRain,"Kline,aformerLosAngelespoliceofficerturnedprivatedetective,ishiredbyapowerfulpharmaceuticalconglomeratebosstoinvestigateinAsiathedisappearanceofhisonlyson,Shitao,whomhehasnotseeninpersonsincetheboywasten.Nowinhis30s,ShitaohasgonemissinginthePhilippineswherehehadbeenhelpinginanorphanage.",,Released,Central-EuropaFilm,Canal+,TFInternational,MorenaFilms,Lumiere,LeBrocquyFraserProductions,BetterWide,,,,,FR, France, HK, Hong Kong, IE, Ireland, ES, Spain,en,English,,,,,,,,,,,0
One Man's Hero,0,0,0.910529,2/8/99,121,9.3,2,Western,Action,Drama,History,war,army,battlefield,chivalry,,,,,,,,,,,,,,,,,,,,,,,69848,CaptainJohnRiley,TomBerenger,Cortina,Marta,DanielaRomo,Col.BentonLacy,CorporalKenneally,StuartGraham,en,Oneman'sheroisanotherman'straitor.,,OneMan'sHero,"OneMan'sHerotellsthelittle-knownstoryofthe""St.Patrick'sBattalion""or""SanPatricios,""agroupofmostlyIrishandotherimmigrantsoftheCatholicfaithwhodesertedtoMexicoafterencounteringreligiousandethnicprejudiceintheU.S.ArmyduringtheMexican-AmericanWar.TheplotcentersaroundthepersonalstoryofJohnRiley,anIrishmanwhohadbeenasergeantintheAmericanArmywhoiscommissionedasacaptainintheMexicanarmyandcommandsthebattalion,asheleadshismeninbattleandstruggleswithauthoritiesonbothsidesoftheborder",,Released,Filmax,SilverLionFilms,TelevisaS.A.deC.V.,ArcoFilmsS.L,Hool/MacdonaldProductions,ProduccionesSanPatricia,,,,,,US, United States of America, MX, Mexico, ES, Spain,,,en,English,,,,,,,,,,,0
Day of the Dead,3500000,34000000,18.025206,19/7/85,96,6.9,270,Horror,ScienceFiction,,,florida,insanity,disembodiedhead,zombie,disembowelment,horrormovieremade,livingdead,zombieapocalypse,,,,,,,,,,,,,,,,,,,8408,Sarah,LoriCardille,John,CaptainRhodes,JosephPilato,WilliamMcDermott,Pvt.MiguelSalazar,AnthonyDileoJr.,en,Thedarkestdayofhorrortheworldhaseverknown.,,DayoftheDead,"ThefinalchapterofGeorgeA.Romero's""DeadTrilogy"".Inanundergroundgovernmentinstallationtheyaresearchingforacuretoovercomethisstrangetransformationintozombies.Unfortunately,thezombiesfromabovegroundhavemadetheirwayintothebunker.",,Released,DeadFilms,LaurelEntertainment,Toei,,,,,,,,,US, United States of America, JP, Japan,,,,,en,English,,,,,,,,,,,1
I Am Wrath,18000000,0,10.144222,14/4/16,92,4.5,179,Action,Crime,Drama,Thriller,revenge,murder,policecorruption,violence,corruptpolitician,barber,governer,,,,,,,,,,,,,,,,,,,,332411,StanleyHill,JohnTravolta,Dennis,VivianHill,RebeccaDeMornay,Abbie,GovernorMeserve,PatrickSt.Esprit,en,Ilaymyvengeanceuponthem.,,IAmWrath,Amanisoutforjusticeafteragroupofcorruptpoliceofficersareunabletocatchhiswife'skiller.,,Released,PatriotPictures,VallelongaProductions,VengeanceisMineProductions,HannibalClassics,,,,,,,,US, United States of America,,,,,,,en,English,,,,,,,,,,,0
Renaissance,18000000,1831348,9.244181,16/3/06,105,6.7,77,Action,Animation,ScienceFiction,,aris,japanese,identity,underworld,monopoly,future,beauty,victim,dystopia,boss,police,president,animation,disappearance,cgi,blackandwhite,theft,scientist,researcher,corporation,,,,,,,9389,Barth\u00e9l\u00e9myKaras,DanielCraig,BislaneTasuiev,IlonaTasuiev,RomolaGarai,PaulDellenbach,JonasMuller,IanHolm,fr,Paris2054.Liveforeverordietrying,,Renaissance,"TofindIlonaandunlockthesecretsofherdisappearance,Karasmustplungedeepintotheparallelworldsofcorporateespionage,organizedcrimeandgeneticresearch-wherethetruthimprisonswhoeverfindsitfirstandmiraclescanbeboughtbutatagreatprice.",,Released,OnyxFilms,BackupFilms,FranceCin\uema,CentreNationaldelaCin\uematographie(CNC),,,,,,,,FR, France, GB, United Kingdom, LU, Luxembourg,,,en,English,fr,French,,,,,,,,,0
Red Sonja,17900000,6948633,12.752463,9/4/85,89,5,206,Adventure,Fantasy,Action,,monster,swordplay,queen,talisman,marvelcomic,basedoncomicbook,swordandsorcery,,,,,,,,,,,,,,,,,,,,9626,Kalidor,ArnoldSchwarzenegger,RedSonja,QueenGedren,SandahlBergman,Falkon,PrinceTarn,ErnieReyes,en,Awomanandawarriorthatbecamealegend.,,RedSonja,"ThetyrantGedrenseeksthetotalpowerinaworldofbarbarism.SheraidsthecityHablacandkillsthekeeperofatalismanthatgiveshergreatpower.RedSonja,sisterofthekeeper,setsoutwithhermagicswordtooverthrowGedren.",,Released,FamousFilms(II),Metro-Goldwyn-Mayer(MGM),DinoDeLaurentiisCompany,,,,,,,,,NL, Netherlands, US, United States of America,,,,,en,English,,,,,,,,,,,0
